rank,title,summary,tags,interest_count,rating,gender,ages
1,엄마를 만나러 가는 길,"폐가에서 발견된 아이 '모리'는 구조대에 의해 보호소에서 눈을 뜬다.
익숙하지 않은 생활에 적응하던 어느 날 생긴 후원자에게 조건 없는 사랑을 받고 자라는데..
친하게 지내던 친구가 엄마와 떠나고, '엄마'라는 존재가 있다는 걸 알게 된 아이는 생각한다.
혹시 이 사람이... 나의 엄마가 아닐까?
모리의 멀고도 험한 엄마 만나러 가는 이야기.","['2023 지상최대공모전', '모험', '무해한', '감성적인', '러블리', '판타지']",259146,9.98,여성,10대
2,화산귀환,"대 화산파 13대 제자.천하삼대검수 매화검존 청명. 
천하를 혼란에 빠뜨린 고금제일마 천마의 목을 치고 십만대산의 정상에서 영면.
백 년의 시간을 뛰어넘어 아이의 몸으로 다시 살아나다.
......뭐? 화산이 망해? 이게 뭔 개소리야!?","['회귀', '명작', '세계관', '판무', '힘숨찐', '무협/사극', '동양풍판타지', '개그']",1534623,9.88,남성,20대
3,외모최강주의,"외모최강주의의 주인공은 평범한 일상 속에서 예상치 못한 사건에 휘말리게 된다. 학원액션, 소년물 요소가 더해져 더욱 흥미롭다.","['드라마', '학원액션', '소년물', '격투기']",2439999,9.4,남성,10대
4,마른 가지에 바람처럼,"남편을 잃고, 아이를 빼앗기고, 이제 생매장을 눈 앞에 둔 과부 리에타. 
그 곳에 ‘미친 폐황자’로 불리는 저주받은 땅, 악시아스 성의 대공. 킬리언이 나타났다.
그녀를 데려가겠다고 말하는 킬리언이 인사를 건넨다. “안녕, 요부”","['로맨스', '순정남', '서양', '이능력', '설렘폭발', '공식미남', '공식미녀', '왕족/귀족']",458809,9.97,여성,10대
5,신의 탑,"자신의 모든 것이었던 소녀를 쫓아 탑에 들어온 소년
그리고 그런 소년을 시험하는 탑","['이능력', '전쟁', '모험', '액션', '배틀', '성장물', '서바이벌', '판타지', '명작']",1910544,9.84,남성,20대
6,별이삼샵,"자니? 발신자 제한번호로 그녀에게 마음을 전했던 이야기. 
'남과여' 혀노 작가가 담아낸
 촌스럽지만 풋풋했던 2000년대 그 시절.","['러브코미디', '짝사랑남', '우정', '드라마', '공식미녀', '청춘', '소심남', '평범남']",736106,9.95,여성,30대
7,전지적 독자 시점,"평범했던 주인공이 판타지 세계에서 영웅으로 성장하는 전지적 독자 시점의 이야기. 게임,  세계관 요소가 더해져 더욱 흥미롭다.","['판타지', '게임', '세계관', '아포칼립스']",1295330,9.95,남성,10대
8,S라인,"가까운 미래, 사람들의 머리 위로 붉은 선이 이어진다.
선의 정체는 무엇인가? 시간이 지나고 사람들은 붉은 선을
S라인이라 부르기 시작한다.","['완결판타지', '판타지']",93563,9.86,남성,10대
9,광장,"‘군계일학’ 정점에서 조직을 떠난 기준.

15년만에
홀로 복귀한다.","['사이다', '완결액션', '먼치킨', '복수극', '액션']",661303,9.97,남성,20대
10,제로게임,"죽음을 선택한 사람들의 인생 재건설 서바이벌!
2015 대학만화 최강자전 수상작","['데스게임', '최강자전', '배틀', '이능력배틀물', '서바이벌', '판타지', '2015 최강자전']",375300,9.97,남성,10대
11,견우와 선녀,"죽음이 가까워진 사람들은 '거꾸로' 걸어들어 온다
그리고 그게 하필 내 이상형이라니!?","['완결드라마', '드라마']",335462,9.97,여성,30대
12,캐슬,"복수를 위해 칼을 갈아온 특급 킬러 '김신',
뒷세계 '절대권력'과의 목숨 건 한판 승부!","['완결액션', '느와르', '복수극', '액션', '완결무료']",482366,9.97,남성,20대
13,황후를 훔친 이는 누구인가,"흩날리는 매서운 눈발.
그 속에 덩그러니 남겨진 로젤린은 기꺼이 죽음을 받아들이기로 했다.



살아 있을 이유가 없었다.
가족도, 친구도, 욕망도 남아 있지 않았으니….

고통스러운 추위 속에서 이렇게 얼어 죽는 것도 나쁘지 않겠구나 싶던 그 때,
적국의 대장군, 타몬 크라시스가 버려진 그녀를 훔쳐 달아났다.","['치명적인', '로맨스', '서양', '이능력', '능력녀', '집착남', '공식미녀', '왕족/귀족']",171273,9.95,여성,10대
14,남궁세가 비인격,"""다시는 살려두지 않겠다.""

무림 통일이라는 일대 과업을 앞두고 길러준 '개'에게 일가 방계가 잔인하게 절멸당하고 만
남궁 세가의 가주 '남궁현호'.

그 '개'에게 목이 잘려 시야가 흐려지는 순간, 6년 전 그를 처음 만났던 시기로 회귀하고 만다.
하지만 이전과 다르게 흘러가는 사건과 사고들….

게다가 다시 만난 개, '백견'은 복수 다짐이 무색할 정도로 온몸이 망가져있는데...
그때 나를 죽였던 것은 정말로 너였을까?
모든 것을 감춘 그림자 위로 진실이 조금씩 드리운다.

예전과 조금씩 달라지는 과거. 살해당한 현호와 살해한 백견이 기이하게 얽힌 액션 복수 활극.","['회귀', '사이다', '동양', '성장물', '판무', '무협/사극', '액션', '동양풍판타지']",29311,9.38,남성,20대
15,노곤하개 쇼츠,"이제는 개 셋! 고양이 셋! 
6마리의 동물들과 함께 사는 일상은 과연 어떨까?!","['완결일상', '일상']",70889,9.98,여성,30대
16,격기3반,"한국이 세계 격투기의 중심이 된 세상. 전국 탑 클래스 격투기 학생들만 모인 남일고에 약골 소년 주지태가 돌연 투입된다.
신체적 약점이 상쇄되는 무술 ‘주짓수’를 통해, 주지태는 격기반의 정점에 오를 수 있을 것인가…?","['환골탈태', '격투기', '스포츠']",344471,9.35,남성,20대
17,보스리턴,"형님이 돌아왔다!?
전국구 조직의 보스 '백강훈', 믿었던 부하의 칼에 맞고 고교생으로 회귀!
아내의 죽음을 되풀이하지 않기 위해 폭력 없는 새 삶을 살 수 있을까?","['학원물', '범죄', '회귀', '타임슬립', '학원액션', '성장물', '고인물', '복수극', '액션']",34254,9.86,남성,20대
18,랑데뷰,"내향적이고 소심한 성격이 고민인 하민이는 
카페 '랑데뷰'에서 조금 특이한 사람들을 만나게 된다. 
28살 동갑내기 친구들의 맵단짠 감성 시트콤!","['블랙코미디', '우정', '자극적인', '드라마', '가벼운', '개그', '고자극드라마']",194978,9.91,남성,20대
19,이세계 강셰프,"꿈을 좇던 요리사 강태양. 
어느 날, 한순간의 선택으로 그는 모든 것을 잃었다. 
하지만 일용직을 전전하며 희망 없는 하루하루를 보내던 태양에게 기회가 찾아왔으니. 
[아우로라, 직원 모집 중]
단 한 줄의 문장이, 그의 모든 것을 바꿔 놓았다!","['상태창', '크리처', '이세계요리', '이능력', '성장물', '판타지', '힐링', '가벼운']",41617,9.91,남성,20대
20,웨폰 크리에이터,"희귀한 ‘창조’ 능력을 개화했으나 턱없이 부족한 마나량으로 인해 
제대로 된 각성자 취급도 받지 못하고 일꾼 노릇만 진전하던 D급 서포터 신준서.
운 좋게도 그의 능력을 필요로 하는 신생 길드 ‘다원 길드’의 도움으로 
서포터로서의 첫 던전 공략을 나선다.

그러나 예상치 못한 몬스터의 등장으로 절체절명의 순간에 빠지게 된 신준서. 
죽음을 받아들이려던 그때, 그에게 알 수 없는 능력이 개화된다.
그것은 기억의 ‘계승’.

세계의 멸망을 막지 못한 전생(前生). ‘자신의 기억과 경험’을 계승 받은 것.
전생의 기억을 이용해 다시금 세계를 구하기 위한 신준서의 여정이 시작된다.","['요즘핫한추천작', '완결판타지', '판타지', '게임판타지', '완결무료']",74004,9.74,남성,10대
21,소년법칙,"어린아이들을 요원으로 양성하는 러시아 사설 보육원 '데드멘션'
그리고 오배송으로 잃어버린 줄 알았던 데드멘션의 전설 '코드네임 숀'.
그가 한국의 중학교에 나타났다!?
[외모지상주의]와 세계관을 공유하는 이면의 이야기.","['학원물', '학원액션', '성장물', '먼치킨', '스핀오프', '액션', '힘숨찐', '참교육']",211327,9.83,남성,20대
22,검은 인어,"학교 폭력으로 인한 극심한 트라우마로 삶의 의미를 잃어버린 슬비.
그리고 그런 슬비를 아끼게 된 식인 인어 해온.
서로에 대한 감정이 단순한 우정 이상으로 커져가며, 둘은 가해자들에게 핏빛 복수를 실행한다.","['사연녀', '우정', '감성적인', '드라마', '인외존재', '성장물', '복수극', '학원물']",58252,9.93,여성,20대
23,투신전생기,"인류 최강자의 회귀 액션 판타지.
""역겨운 신들이 줬다고 해도 기회는 기회. 뒈지고 싶다는데 죽여 줘야지.""
인류 최후의 생존자 제피르. 마신과의 고독한 싸움은 패배로 끝났으나, 신들이 준 기회로 10년 전으로 돌아왔다. 
모든 것을 빼앗아갔던 마신과 인간을 구경거리 취급한 신들. 이번에는 내가 너희를 물어뜯겠다.","['회귀', '이능력배틀물', '먼치킨', '복수극', '액션']",517146,9.95,남성,20대
24,내일,"다 되는데 취업만은 안되는 취준생 최준웅(27세,남)
우연한 사고로 저승독점기업 주마등의 저승차사들을 만나게되고
 
특별 위기관리팀의 계약직 막내로 일하며 위기에 처한 사람들을 돕게 되는데.","['눈물샘자극', '사이다', '현대', '가족', '드라마', '사회고발', '판타지']",553502,9.97,남성,10대
25,소년의세계,"현실적인 갈등과 인간관계를 다룬 소년의세계은 깊은 감동을 선사한다. 설렘, 우정 요소가 더해져 더욱 흥미롭다.","['드라마', '일상', '설렘', '우정', '청춘']",1125537,9.9,여성,10대
26,녹빛자정의 연인,"19세기말 자작가의 대저택.
그곳의 하인과 하녀인 에드가와 준.
연인 사이이자 평생을 함께할 거라 생각했던 어느 날,
자작가의 사생아 카메론의 등장으로 모든 게 어긋나기 시작하는데…","['평범녀', '서양', '자극적인', '시대물', '혐관', '드라마', '폭스남', '왕족/귀족']",49781,9.97,여성,30대
27,아포칼리스를숨김,"아포칼리스를숨김은 예측할 수 없는 전개와 충격적인 진실을 담고 있다. 크리처, 고인물 요소가 더해져 더욱 흥미롭다.","['스릴러', '액션', '판타지', '크리처', '고인물', '서바이벌']",1101261,9.4,남성,10대
28,닥터앤닥터 병원일기,"공학박사 닥터(Ph.D)베르와 산부인과 전문의 닥터(Dr.)안다는 닥터앤닥터 부부다. 
아들 레서를 키우다 경력이 단절된 닥터베르는 돌연 웹툰 작가에 도전한다. 
하지만 데뷔의 기쁨도 잠시. 알고 보니 혈액암 4기라고? 
믿기 힘든 일상을 통해 새롭게 맺어진 인연들의 이야기, 지금 시작합니다.","['눈물샘자극', '육아물', '동물', '감성적인', '의학드라마', '인외존재', '일상', '완결무료']",41032,9.37,여성,30대
29,야수라는 공작에게 시집왔는데,"광활한 영지와 막대한 부를 가진 스테이턴 대 공작이 내게 청혼했다.
굳이 영지도 없고 이름만 겨우 귀족 가문인 내게 청혼한 이유가 무엇일까?
거기에 더해 수도에서 들려오는 흉흉한 소문이 있었는데…

""스테이턴 공작은, 피도 눈물도 없는 야수라고.""","['소심녀', '로맨스', '결혼생활', '서양', '순정남', '햇살녀', '설렘폭발', '왕족/귀족']",88922,9.94,여성,10대
30,여우자매,"인간을 홀리고, 간을 빼먹는 무시무시한 요괴 구미호....와는 
거리가 아주 먼 꼬마 여우자매 
'류월', '류화'의 정신없는 일상 이야기!","['과거', '동양풍판타지', '가족', '시대물', '일상', '판타지', '힐링', '가벼운']",98197,9.94,남성,10대
31,환승연애,운명적인 만남으로 시작된 두 사람의 달콤한 사랑 이야기 환승연애. 로맨스 요소가 더해져 더욱 흥미롭다.,['로맨스'],88979,6.7,여성,30대
32,명품시대,"어릴 때부터 돈 욕심과 자존심이 남달랐던 주인공, 정찬호.
프로 골프 강사로 일하는 것도 싫증이 날 무렵,
말도 안 되게 통이 큰 손님, 박 사장과 만나게 된다.

""사실… 내 짝퉁한다.""

""그거 하면 돈 많이 벌어요?""

박 사장의 재력의 비밀은, '짝퉁'?!
짝퉁이 크게 돈이 된다는 얘기를 들은 찬호는
박 사장에게 일을 배우며
짝퉁의 세계로 뛰어드는데….","['범죄', '자극적인', '드라마', '피카레스크', '레드아이스 스튜디오', '고자극드라마']",23862,9.86,여성,30대
33,동경과 거짓말,"음악을 순수히 동경하는 편입생, 에델바이스 밀런.
그러나 음악 학원에 계속해서 다니고 싶다면 자기 대신 후계자인 척하라는
후계자의 협박을 받고 가짜 신분을 유지하기 위해 고군분투한다.","['아카데미물', '우정', '드라마', '라이벌', '성장물', '햇살캐', '예술']",64301,9.98,남성,20대
34,러브 로스팅,"파릇파릇한 20대 캠퍼스 커플의 순수하고 원초적인 연애,
원숙하지만 여러 이해관계가 얽힌 30대의 연애.
그 두 커플이 제주도라는 한정된 공간에서 서로 교차하며 
저마다의 고민과 갈등, 결핍과 치유의 과정을 다룬다.
옥돔 커플과 토스트 커플의 아슬아슬한 제주도 동거 연애 관찰기.","['리얼로맨스', '로맨스', '현대판타지', '완결로맨스', '캠퍼스로맨스', '완결무료']",65370,9.91,여성,10대
35,좀비딸,"나의 딸은 좀비다.
이 세상 마지막 남은 유일한 좀비...","['좀비', '완결드라마', '드라마']",525253,9.97,여성,30대
36,나 혼자 탑에서 농사,"어느 날 갑자기 도시에 나타난 정체불명의 탑.
사람들은 그곳을 던전이라고 부르기로 했다.
그리고 그곳은 험한 지형과 위험한 몬스터들로 가득했지만
수많은 보물이 기다리는 기회의 땅이기도 하다.
평범한 삶을 살고 있던 청년 세준은 우연한 기회로 
던전에 초대받게 되고 자신도 부자가 될 생각에 기뻤지만 
어딘지 알 수 없는 탑의 숨겨진 공간에 조난당하고 만다.
가진 거라곤 씨앗 몇 개와 몸뚱어리뿐. 
이제 세준은 농사를 짓고, 자원을 수집하며 
자신만의 생존 전략을 모색해야만 한다!","['지금추천작', '농사', '무해한', '가족', '햇살캐', '판타지', '힐링']",300358,9.97,남성,10대
37,용사가 돌아왔다,"김민수에게 복수를 하겠다는 일념 하나로 이세계를 구한 용사, 박정수. 
그는 스스로는 구했지만, 세계를 구하지 못했고, 자신의 세상을 멸망시킨 용사들을 죽이기로 마음 먹는다.

이 이야기는 해피 엔딩 따윈 없는 차가운 현실, 용사들을 죽이는 용사에 대한 이야기이다.","['이능력', '현대', '용사', '아포칼립스', '악역이주인공', '먼치킨', '차원이동', '액션']",308032,9.61,남성,20대
38,리턴 투 플레이어,"어느 날, 게임이 되어버린 세상.
갑자기 나타난 몬스터들이 사람들을 죽이고, 사람들은 플레이어가 되어 퀘스트를 달성해야 한다!
인류의 종말에서 회귀한 2회차 플레이어, 김세한.
그는 과연 세상을 이렇게 만든 '시스템'을 쳐부술 수 있을까!","['회귀', '신화', '배틀', '게임', '아포칼립스', 'sf', '인외존재', '판타지', '게임판타지']",249153,9.93,남성,20대
39,작전명 순정,"내 남자친구와 절친의 키스를 목격했다. 그것도 하필이면 재수 없는 같은 반 남자애 '고은혁'과 함께.
안 그래도 혼란스러운데.. 사람마다 평생 받을 사랑의 양이 정해져있다고?? 심지어 내가 받을 수 있는 사랑의 양은 '0'???
알거지 운명을 바꿔보려는 수애와, 그런 수애에게 말려든 은혁의 맞바람 작전!
바람피우는 '척'만 하려고 했는데 점점 진짜로 끌린다?! 이 계획... 과연 성공할 수 있을까?","['평범녀', '명랑녀', '로맨스', '혐관', '순진녀', '청춘', '사연남', '나쁜남자']",900751,9.91,여성,10대
40,내가 키운 S급들,"F급 헌터.
그것도 잘나가는 S급 동생 발목이나 잡는 쓸모없고 찌질한 F급 형.
개판된 인생 대충 살다가 결국 동생 목숨까지 잡아먹고 회귀한 내게 주어진 칭호,
'완벽한 양육자'.
그래, 이번에는 나대지 말고 얌전히 잘난놈들 뒷바라지나 해 주자.
라고 생각했는데, S급들이 좀 이상하다.","['상태창', '크리처', '회귀', '우정', '현대', '세계관', '현대판타지', '판타지', '던전물']",519959,9.91,남성,20대
41,재혼 왕후,"운명적인 만남으로 시작된 두 사람의 달콤한 사랑 이야기 재혼 왕후. 사연녀, 다정남 요소가 더해져 더욱 흥미롭다.","['로맨스', '사연녀', '다정남', '궁중로맨스']",974556,9.9,여성,10대
42,사신,"[ 2023 대한민국콘텐츠대상 만화부문 대통령상 수상작 ]

형의 복수를 위해 살천문의 무사 황정을 죽인 소년 종리추.
살천문의 추격을 피하기 위해 살혼부의 살수 적지인살에게
몸을 의탁하게 되면서 십망(十忘)이라는 거대한 소용돌이에 휩쓸린다.
십망의 그늘에서 벗어나기 위해선 전설의 경지인 사무령이 되는 수밖에 없다!

종리추는 과연 사무령이 되어
정파 무림이 만들어놓은 숨막히는 규율 속에서 자유를 찾을 수 있을까?","['동양', '전쟁', '모험', '정통무협', '세계관', '성장물', '무협/사극', '시리어스', '명작']",170437,9.96,남성,10대
43,88교시 생존수업,"88교시 생존수업은 예측할 수 없는 전개와 충격적인 진실을 담고 있다. 학원액션, 서바이벌 요소가 더해져 더욱 흥미롭다.","['스릴러', '학원액션', '서바이벌', '서스펜스']",170723,9.9,남성,30대
